token_id,token_string,cleaned_token,token_label,has_leading_space,primary_signal,confidence_level,llm_category,final_category,n_contexts,has_contexts,gpu_id,double_checked
894,Ġcell,cell,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
895,ix,ix,subword_en,False,ROMAN_NUMERAL,high,NUMERAL,STEM,10,True,0,True
896,Ġback,back,word_en,True,WORD,very_high,ADVERB,ADVERB,10,True,0,True
897,Ġuse,use,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
899,oy,oy,subword_en,False,SUBTOKEN,very_high,PREFIX,SUFFIX,10,True,0,True
900,io,io,subword_en,False,SUBTOKEN,very_high,SUFFIX,STEM,10,True,0,True
901,ollow,ollow,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
902,rit,rit,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
903,rough,rough,subword_en,False,WORD,very_high,ADJECTIVE,SUFFIX,10,True,0,True
906,Ġresult,result,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
907,ize,ize,subword_en,False,SUBTOKEN,very_high,VERB,SUFFIX,10,True,0,True
908,Ġused,used,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
909,eg,eg,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
911,ex,ex,subword_en,False,AMBIGUOUS,subtoken_leaning,PREFIX,STEM,10,True,0,True
912,ange,ange,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
913,Ġac,ac,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
914,ĠUn,Un,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
915,Ġsupp,supp,word_en,True,WORD,medium,FUNCTION,STEM,10,True,0,True
916,cept,cept,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
917,ible,ible,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
918,right,right,subword_en,False,WORD,very_high,ADVERB,NOUN_COMMON,10,True,0,True
919,Ġsur,sur,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
920,ning,ning,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
921,Ġshow,show,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
922,fore,fore,subword_en,False,AMBIGUOUS,balanced,PREFIX,SUFFIX,10,True,0,True
923,Ġsee,see,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
924,Ġsm,sm,word_en,True,WORD,low,INTERJECTION,STEM,10,True,0,True
925,fr,fr,subword_en,False,SUBTOKEN,high,SUFFIX,STEM,10,True,0,True
926,fig,fig,subword_en,False,WORD,very_high,NOUN_COMMON,STEM,10,True,0,True
927,Ġinclud,includ,word_en,True,WORD,low,VERB,STEM,10,True,0,True
928,iel,iel,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
930,Ġnum,num,word_en,True,WORD,low,NUMERAL,STEM,10,True,0,True
931,tern,tern,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
932,als,als,subword_en,False,SUBTOKEN,high,SUFFIX,SUFFIX,10,True,0,True
934,ble,ble,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
936,to,to,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
939,wn,wn,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
940,Ġdist,dist,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
941,Ġdata,data,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
942,ments,ments,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
943,Ġshould,should,word_en,True,WORD,very_high,VERB,VERB_MODAL,10,True,0,True
944,Ġcor,cor,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
945,Ġvar,var,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
946,Ġspec,spec,word_en,True,WORD,high,NOUN_COMMON,STEM,10,True,0,True
947,ER,ER,subword_en,False,SUBTOKEN,very_high,SUFFIX,STEM,10,True,0,True
948,Ġsim,sim,word_en,True,WORD,high,NOUN_PROPER,STEM,10,True,0,True
949,Ġthrough,through,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
950,ourt,ourt,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
951,cy,cy,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
952,Ġpeople,people,word_en,True,WORD,very_high,NOUN_PROPER,NOUN_COMMON,10,True,0,True
953,its,its,subword_en,False,WORD,very_high,PRONOUN,PRONOUN_POSSESSIVE,10,True,0,True
954,Ġmost,most,word_en,True,WORD,very_high,ADJECTIVE,ADVERB,10,True,0,True
955,ues,ues,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
956,Ġfollow,follow,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
957,ruct,ruct,subword_en,False,SUBTOKEN,medium,STEM,STEM,10,True,0,True
958,Ġfact,fact,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
959,ited,ited,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
960,ctions,ctions,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
961,mer,mer,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
962,ull,ull,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
963,Ġty,ty,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
965,li,li,subword_en,False,ROMAN_NUMERAL,high,VERB,SUFFIX,10,True,0,True
966,Ġclass,class,word_en,True,WORD,very_high,NOUN_PROPER,NOUN_COMMON,10,True,0,True
967,ined,ined,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
968,ins,ins,subword_en,False,SUBTOKEN,medium,PREFIX,STEM,10,True,0,True
969,Ġagain,again,word_en,True,WORD,very_high,ADVERB,ADVERB,10,True,0,True
970,Ġusing,using,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
971,Ġwant,want,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
972,ever,ever,subword_en,False,WORD,very_high,ADVERB,SUFFIX,10,True,0,True
973,Ġwell,well,word_en,True,WORD,very_high,ADVERB,ADVERB,10,True,0,True
974,ract,ract,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
975,ublic,ublic,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
976,uch,uch,subword_en,False,SUBTOKEN,very_high,ADVERB,SUFFIX,10,True,0,True
977,other,other,subword_en,False,WORD,very_high,ADJECTIVE,STEM,10,True,0,True
978,Ġinst,inst,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
980,ures,ures,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
981,uring,uring,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
982,ics,ics,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
983,ms,ms,subword_en,False,WORD,low,FUNCTION,STEM,10,True,0,True
984,Ġbecause,because,word_en,True,WORD,very_high,FUNCTION,FUNCTION_CONJ,10,True,0,True
985,Ġsystem,system,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
987,Ġright,right,word_en,True,WORD,very_high,ADVERB,NOUN_COMMON,10,True,0,True
989,inal,inal,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
990,Ġend,end,word_en,True,WORD,very_high,VERB,NOUN_COMMON,10,True,0,True
991,ax,ax,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
992,ateg,ateg,subword_en,False,SUBTOKEN,medium,STEM,STEM,10,True,0,True
993,pos,pos,subword_en,False,SUBTOKEN,high,PREFIX,STEM,10,True,0,True
994,Ġent,ent,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
997,Ġrequ,requ,word_en,True,WORD,low,PREFIX,STEM,10,True,0,True
998,St,St,subword_en,False,SUBTOKEN,low,PREFIX,STEM,10,True,0,True
999,ew,ew,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1000,err,err,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1001,ield,ield,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1002,Ġprodu,produ,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
1003,ement,ement,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1004,ox,ox,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1005,ities,ities,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1006,Ġgener,gener,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
1007,Ġlook,look,word_en,True,WORD,very_high,VERB,NOUN_COMMON,10,True,0,True
1011,oup,oup,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1014,Ġeven,even,word_en,True,WORD,very_high,ADVERB,ADVERB,10,True,0,True
1016,Ġeach,each,word_en,True,WORD,very_high,PRONOUN,PRONOUN_INDEFINITE,10,True,0,True
1017,ower,ower,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1018,Ġchar,char,word_en,True,WORD,low,NOUN_COMMON,STEM,10,True,0,True
1020,ful,ful,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1021,Ġext,ext,word_en,True,WORD,medium,FUNCTION,STEM,10,True,0,True
1022,imes,imes,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1023,ĠSe,Se,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1024,Ġnow,now,word_en,True,WORD,very_high,ADVERB,ADVERB,10,True,0,True
1025,ized,ized,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1026,sc,sc,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1027,Ġdifferent,different,word_en,True,WORD,very_high,ADJECTIVE,ADJECTIVE,10,True,0,True
1028,uc,uc,subword_en,False,SUBTOKEN,high,PREFIX,STEM,10,True,0,True
1029,Ġhigh,high,word_en,True,WORD,very_high,ADJECTIVE,ADJECTIVE,10,True,0,True
1030,Ġconst,const,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1031,ily,ily,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1032,ars,ars,subword_en,False,SUBTOKEN,very_high,NOUN_PROPER,SUFFIX,10,True,0,True
1033,sp,sp,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1034,ward,ward,subword_en,False,WORD,high,NOUN_PROPER,STEM,10,True,0,True
1037,ically,ically,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1038,cond,cond,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
1039,Ġway,way,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
1041,hes,hes,subword_en,False,SUBTOKEN,very_high,PRONOUN,CONTRACTION,10,True,0,True
1042,IN,IN,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
1044,Th,Th,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
1045,Ġel,el,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1046,Ġevery,every,word_en,True,WORD,very_high,ADVERB,FUNCTION_DET,10,True,0,True
1048,Ġlong,long,word_en,True,WORD,very_high,ADJECTIVE,ADJECTIVE,10,True,0,True
1049,Ġap,ap,word_en,True,WORD,low,PREFIX,STEM,10,True,0,True
1050,ational,ational,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1053,Ġdon,don,word_en,True,WORD,very_high,VERB,STEM,10,True,0,True
1054,Ġmin,min,word_en,True,WORD,medium,FUNCTION,STEM,10,True,0,True
1055,Ġeffect,effect,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
1056,Ġmake,make,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
1057,Ġdoes,does,word_en,True,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0,True
1058,Ġke,ke,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1059,let,let,subword_en,False,WORD,very_high,VERB,STEM,10,True,0,True
1060,Ġhere,here,word_en,True,WORD,very_high,ADVERB,ADVERB,10,True,0,True
1061,Ġpar,par,word_en,True,WORD,medium,FUNCTION,STEM,10,True,0,True
1062,ool,ool,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1063,ger,ger,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1064,ork,ork,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1065,put,put,subword_en,False,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
1066,Ġdown,down,word_en,True,WORD,very_high,ADVERB,ADVERB,10,True,0,True
1067,Ġcall,call,word_en,True,WORD,very_high,VERB,NOUN_COMMON,10,True,0,True
1069,riv,riv,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1070,led,led,subword_en,False,WORD,very_high,VERB,SUFFIX,10,True,0,True
1071,Ġtest,test,word_en,True,WORD,very_high,NOUN_PROPER,NOUN_COMMON,10,True,0,True
1072,Ġsame,same,word_en,True,WORD,very_high,ADJECTIVE,ADJECTIVE,10,True,0,True
1073,Ġdi,di,word_en,True,ROMAN_NUMERAL,high,FUNCTION,STEM,10,True,0,True
1074,ife,ife,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1075,ention,ention,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1076,ting,ting,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1077,Ġvery,very,word_en,True,WORD,very_high,ADVERB,ADVERB,10,True,0,True
1078,Ġbefore,before,word_en,True,WORD,very_high,ADVERB,FUNCTION_PREP,10,True,0,True
1079,ale,ale,subword_en,False,SUBTOKEN,high,STEM,STEM,10,True,0,True
1080,ator,ator,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1081,Ġbu,bu,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1083,Ġcase,case,word_en,True,WORD,very_high,NOUN_PROPER,NOUN_COMMON,10,True,0,True
1086,Ġdec,dec,word_en,True,WORD,very_high,FUNCTION,STEM,10,True,0,True
1087,pr,pr,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
1088,read,read,subword_en,False,WORD,very_high,VERB,STEM,10,True,0,True
1089,Ġfind,find,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
1090,ince,ince,subword_en,False,SUBTOKEN,very_high,PREFIX,SUFFIX,10,True,0,True
1091,Ġreturn,return,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
1094,air,air,subword_en,False,WORD,very_high,NOUN_COMMON,STEM,10,True,0,True
1095,Ġcur,cur,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1096,ared,ared,subword_en,False,SUBTOKEN,very_high,VERB,SUFFIX,10,True,0,True
1097,Ġboth,both,word_en,True,WORD,very_high,FUNCTION,FUNCTION_DET,10,True,0,True
1098,Ġstat,stat,word_en,True,WORD,medium,NOUN_COMMON,STEM,10,True,0,True
1100,ines,ines,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1101,Ġinte,inte,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1102,rol,rol,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1103,ants,ants,subword_en,False,AMBIGUOUS,word_leaning,NOUN_COMMON,SUFFIX,10,True,0,True
1104,ients,ients,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1105,ym,ym,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1106,way,way,subword_en,False,WORD,very_high,ADVERB,STEM,10,True,0,True
1107,Ġyears,years,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
1109,rm,rm,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1110,Ġthose,those,word_en,True,WORD,very_high,PRONOUN,PRONOUN_DEMONSTRATIVE,10,True,0,True
1111,Ġmat,mat,word_en,True,WORD,low,NOUN_COMMON,NOUN_COMMON,10,True,0,True
1112,Ġbel,bel,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
1113,Ġcar,car,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
1114,Ġmon,mon,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1115,Ġanal,anal,word_en,True,WORD,very_high,NOUN_PROPER,STEM,10,True,0,True
1116,arch,arch,subword_en,False,AMBIGUOUS,word_leaning,NOUN_PROPER,STEM,10,True,0,True
1117,Ġpartic,partic,word_en,True,WORD,low,ADJECTIVE,STEM,10,True,0,True
1118,oci,oci,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1119,Ġfound,found,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
1120,rest,rest,subword_en,False,WORD,very_high,NOUN_COMMON,STEM,10,True,0,True
1121,Ġop,op,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1122,ript,ript,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1123,ave,ave,subword_en,False,AMBIGUOUS,word_leaning,VERB,SUFFIX,10,True,0,True
1124,frac,frac,subword_en,False,SUBTOKEN,medium,STEM,STEM,10,True,0,True
1125,Ġaut,aut,word_en,True,WORD,low,PREFIX,STEM,10,True,0,True
1127,Ġpoint,point,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
1129,Ġmed,med,word_en,True,WORD,medium,NOUN_PROPER,STEM,10,True,0,True
1130,ethod,ethod,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1131,ages,ages,subword_en,False,WORD,very_high,NOUN_COMMON,SUFFIX,10,True,0,True
1132,Ġplay,play,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
1133,Ġhand,hand,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
1135,upp,upp,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0,True
1136,ann,ann,subword_en,False,AMBIGUOUS,balanced,NOUN_PROPER,SUFFIX,10,True,0,True
1137,ute,ute,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1139,ON,ON,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
1140,Ġtra,tra,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1141,Ġincre,incre,word_en,True,WORD,low,PREFIX,STEM,10,True,0,True
1142,Ġmany,many,word_en,True,WORD,very_high,ADJECTIVE,FUNCTION_DET,10,True,0,True
1143,aint,aint,subword_en,False,SUBTOKEN,high,STEM,STEM,10,True,0,True
1144,Ġest,est,word_en,True,WORD,low,VERB,STEM,10,True,0,True
1145,An,An,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_DET,10,True,0,True
1146,Ġbeing,being,word_en,True,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0,True
1147,It,It,subword_en,False,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0,True
1148,par,par,subword_en,False,SUBTOKEN,low,STEM,STEM,10,True,0,True
1149,Ġgu,gu,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
1150,Ġloc,loc,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1151,Ġser,ser,word_en,True,WORD,low,VERB,STEM,10,True,0,True
1153,Ġpers,pers,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1154,cent,cent,subword_en,False,WORD,very_high,NUMERAL,STEM,10,True,0,True
1155,velop,velop,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1156,text,text,subword_en,False,WORD,very_high,NOUN_COMMON,STEM,10,True,0,True
1158,Ġthink,think,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
1159,Ġfunction,function,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
1160,Ġmade,made,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
1161,Ġche,che,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1162,Ġet,et,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1164,ank,ank,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
1165,ĠQ,Q,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
1167,Ġmem,mem,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
1169,ases,ases,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1170,aking,aking,subword_en,False,SUBTOKEN,very_high,VERB,SUFFIX,10,True,0,True
1171,of,of,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
1172,Ġexper,exper,word_en,True,WORD,low,STEM,STEM,10,True,0,True
1173,ev,ev,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1174,Ġexam,exam,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
1175,Ġgood,good,word_en,True,WORD,very_high,ADJECTIVE,ADJECTIVE,10,True,0,True
1176,ĠCom,Com,word_en,True,WORD,very_high,FUNCTION,STEM,10,True,0,True
1177,ature,ature,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1178,set,set,subword_en,False,WORD,very_high,VERB,NOUN_COMMON,10,True,0,True
1179,cal,cal,subword_en,False,SUBTOKEN,medium,STEM,STEM,10,True,0,True
1180,Ġnumber,number,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
1182,Ġz,z,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
1183,Ġresp,resp,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1185,Ġdire,dire,word_en,True,WORD,high,ADJECTIVE,ADJECTIVE,10,True,0,True
1187,ason,ason,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1189,over,over,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
1190,yl,yl,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1192,Ġappro,appro,word_en,True,WORD,low,PREFIX,STEM,10,True,0,True
1193,Ġfil,fil,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1194,AT,AT,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
1195,Ġtri,tri,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
1196,rence,rence,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1197,ody,ody,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1198,ĠFor,For,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
1199,Ġmuch,much,word_en,True,WORD,very_high,ADVERB,ADVERB,10,True,0,True
1200,sh,sh,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1201,day,day,subword_en,False,WORD,very_high,NOUN_COMMON,STEM,10,True,0,True
1203,Ġhel,hel,word_en,True,WORD,low,INTERJECTION,STEM,10,True,0,True
1204,ism,ism,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1205,eng,eng,subword_en,False,SUBTOKEN,high,STEM,STEM,10,True,0,True
1206,tr,tr,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1208,val,val,subword_en,False,SUBTOKEN,high,STEM,STEM,10,True,0,True
1209,cer,cer,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1210,Ġins,ins,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
1211,Ġown,own,word_en,True,WORD,very_high,PRONOUN,ADJECTIVE,10,True,0,True
1212,app,app,subword_en,False,WORD,very_high,NOUN_COMMON,STEM,10,True,0,True
1213,Ġstr,str,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
1215,ense,ense,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1216,ner,ner,subword_en,False,SUBTOKEN,very_high,PREFIX,SUFFIX,10,True,0,True
1218,Ġra,ra,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
1219,ĠAl,Al,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
1220,Ġsol,sol,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
1221,ret,ret,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
1222,min,min,subword_en,False,AMBIGUOUS,balanced,PREFIX,STEM,10,True,0,True
1223,Ġwhile,while,word_en,True,WORD,very_high,FUNCTION,FUNCTION_CONJ,10,True,0,True
1224,ought,ought,subword_en,False,WORD,very_high,VERB,VERB_MODAL,10,True,0,True
1225,ash,ash,subword_en,False,SUBTOKEN,low,NOUN_PROPER,SUFFIX,10,True,0,True
1226,ather,ather,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1230,ually,ually,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1231,We,We,subword_en,False,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0,True
1232,Ġprocess,process,word_en,True,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
1233,Ġprote,prote,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
1234,Ġrep,rep,word_en,True,WORD,high,NOUN_PROPER,STEM,10,True,0,True
1236,Ġlar,lar,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
1238,oid,oid,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1239,Ġread,read,word_en,True,WORD,very_high,VERB,VERB_LEXICAL,10,True,0,True
1240,ah,ah,subword_en,False,SUBTOKEN,high,INTERJECTION,INTERJECTION,10,True,0,True
1241,els,els,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1242,ively,ively,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1243,ained,ained,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1244,ĠAnd,And,word_en,True,WORD,very_high,FUNCTION,FUNCTION_CONJ,10,True,0,True
1245,ified,ified,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
1246,Ġpresent,present,word_en,True,WORD,very_high,ADJECTIVE,ADJECTIVE,10,True,0,True
1247,gan,gan,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
1248,formation,formation,subword_en,False,WORD,very_high,NOUN_COMMON,SUFFIX,10,True,0,True
