singular,plural,sg_token_id,pl_token_id,category,sg_log_freq,pl_log_freq,sg_band,pl_band,same_band,sg_len
lens,lenses,9655,22881,OBJECT_NOUN,1.2410660726622105,0.6909728999743016,high,medium,False,4
hat,hats,7856,33054,OBJECT_NOUN,1.2380242144516962,0.4146699231194083,high,low,False,3
boot,boots,7491,19269,OBJECT_NOUN,1.2361664851455525,0.8046057999612438,high,medium,False,4
lab,labs,5188,39803,PLACE_NOUN,1.2355688653636157,0.2563033975709922,high,low,False,3
bridge,bridges,9729,24853,PLACE_NOUN,1.2347241363309431,0.628564134684634,high,low,False,6
fruit,fruits,9279,18098,OBJECT_NOUN,1.233028294195959,0.8338359186028563,high,medium,False,5
boat,boats,9735,19750,OBJECT_NOUN,1.2328181657242934,0.7638966240062912,high,medium,False,4
farm,farms,6389,21976,PLACE_NOUN,1.232442949621856,0.6942717513179015,high,medium,False,4
tip,tips,9092,12192,OBJECT_NOUN,1.2306174873593072,1.0812788462157208,high,medium,False,3
presentation,presentations,9759,27228,OBJECT_NOUN,1.2302858509982868,0.5517282446375106,high,low,False,12
medicine,medicines,9921,26114,OBJECT_NOUN,1.230122962718329,0.5831201530179627,high,low,False,8
ear,ears,2472,13628,OBJECT_NOUN,1.2235526693029486,1.011595071501988,high,medium,False,3
laboratory,laboratories,9965,30684,PLACE_NOUN,1.2232698707851315,0.48228273717552583,high,low,False,10
fee,fees,9801,8128,OBJECT_NOUN,1.2228283439911165,1.3498165799269812,high,high,True,3
county,counties,9635,21813,PLACE_NOUN,1.2194896710066423,0.6931436209759991,high,medium,False,6
gift,gifts,9140,17714,OBJECT_NOUN,1.219293504653115,0.8488626107177156,high,medium,False,4
truck,trucks,9988,21510,OBJECT_NOUN,1.218685227672453,0.699631614326472,high,medium,False,5
planet,planets,8859,20581,OBJECT_NOUN,1.2184696173071767,0.7183608366421258,high,medium,False,6
university,universities,9835,18403,PLACE_NOUN,1.218283935117992,0.819830808614486,high,medium,False,10
electrode,electrodes,9885,14722,OBJECT_NOUN,1.218088975322808,0.9668568451505732,high,medium,False,9
instrument,instruments,7935,13225,OBJECT_NOUN,1.2167486029247851,1.0356714069330915,high,medium,False,10
tail,tails,8105,32936,OBJECT_NOUN,1.2151971531024948,0.42588380442706425,high,low,False,4
kernel,kernels,10295,34501,OBJECT_NOUN,1.2124803331031726,0.4135732728265568,high,low,False,6
rain,rains,9313,42229,OBJECT_NOUN,1.2061797384349369,0.2445906321744609,high,low,False,4
flash,flashes,10299,41483,OBJECT_NOUN,1.205605996604774,0.2535857562707209,high,low,False,5
stack,stacks,8031,34577,OBJECT_NOUN,1.2053146912089656,0.4056191434907626,high,low,False,5
drawing,drawings,10263,21780,OBJECT_NOUN,1.2042297325231996,0.7043335017661831,high,medium,False,7
apartment,apartments,10230,28573,PLACE_NOUN,1.2036825675063012,0.5182167781831235,high,low,False,9
dress,dresses,7619,32724,OBJECT_NOUN,1.2029049801419232,0.4097784024992631,high,low,False,5
probe,probes,10304,19432,OBJECT_NOUN,1.2024196310575002,0.804231564557632,high,medium,False,5
lip,lips,5541,11233,OBJECT_NOUN,1.2019796525283488,1.1328240966778094,high,medium,False,3
monitor,monitors,5724,28028,OBJECT_NOUN,1.2017006413780214,0.5410293169890489,high,low,False,7
grid,grids,9860,42590,PLACE_NOUN,1.2015999241658892,0.244402681215585,high,low,False,4
stroke,strokes,9980,33518,OBJECT_NOUN,1.1969984282841435,0.39411879135137184,high,low,False,6
hall,halls,7423,35574,PLACE_NOUN,1.1931403697357843,0.3650230081974738,high,low,False,4
restaurant,restaurants,10301,15114,PLACE_NOUN,1.1930109188815985,0.9403010480763607,high,medium,False,10
wheel,wheels,9530,17727,OBJECT_NOUN,1.190459699705079,0.8409319413404628,high,medium,False,5
carrier,carriers,10289,15495,OBJECT_NOUN,1.1902557602479733,0.9151666749441801,high,medium,False,7
loan,loans,10119,15407,OBJECT_NOUN,1.1882512434215888,0.918333653438522,medium,medium,True,4
garden,gardens,10329,23308,PLACE_NOUN,1.186147678321108,0.6517767544065638,medium,medium,True,6
pulse,pulses,10724,20205,OBJECT_NOUN,1.1849376873043302,0.7503148817546048,medium,medium,True,5
seed,seeds,8357,12922,OBJECT_NOUN,1.184391592540108,1.0551522410019916,medium,medium,True,4
weapon,weapons,10485,8914,OBJECT_NOUN,1.1820232115769689,1.281397420476258,medium,high,False,6
mutation,mutations,10577,9197,OBJECT_NOUN,1.1759172859291738,1.2622587822963913,medium,high,False,8
beer,beers,10562,31883,OBJECT_NOUN,1.1754100795937077,0.42717778519726474,medium,low,False,4
diagram,diagrams,10659,21302,OBJECT_NOUN,1.174682865718221,0.7355419357998771,medium,medium,True,7
mask,masks,8989,25965,OBJECT_NOUN,1.173764516969503,0.5826511859426224,medium,low,False,4
exhibit,exhibits,10738,15646,OBJECT_NOUN,1.1725748352124976,0.9196199246341739,medium,medium,True,7
gel,gels,9480,31669,OBJECT_NOUN,1.172483672614176,0.4480015609425172,medium,low,False,3
pod,pods,7360,43701,OBJECT_NOUN,1.1711432142229778,0.22435894873104367,medium,low,False,3
wound,wounds,10785,19952,OBJECT_NOUN,1.1687938133965563,0.7698193865210838,medium,medium,True,5
neighborhood,neighborhoods,9168,25237,PLACE_NOUN,1.1632667119819096,0.6038267541533267,medium,low,False,12
marker,markers,10705,9588,OBJECT_NOUN,1.162536680651307,1.2345535424670964,medium,high,False,6
valve,valves,11059,28367,OBJECT_NOUN,1.1620617355903058,0.5466372843738456,medium,low,False,5
finger,fingers,9185,9881,OBJECT_NOUN,1.1609817146395536,1.2248772396107834,medium,high,False,6
pin,pins,9176,23854,OBJECT_NOUN,1.1581607036576658,0.6407399934204078,medium,low,False,3
leaf,leaves,10617,6505,OBJECT_NOUN,1.1580392044802643,1.4716663546852602,medium,high,False,4
giant,giants,10864,33430,OBJECT_NOUN,1.156117053648253,0.3937553288000939,medium,low,False,5
nerve,nerves,11083,22614,OBJECT_NOUN,1.1558255591915532,0.6837618339874809,medium,medium,True,5
pen,pens,4331,17113,OBJECT_NOUN,1.155188826924717,0.8651862920364072,medium,medium,True,3
cable,cables,10856,24686,OBJECT_NOUN,1.1537025936299146,0.6090056327652124,medium,low,False,5
tank,tanks,11100,20470,OBJECT_NOUN,1.1534265539320956,0.759716623593917,medium,medium,True,4
tape,tapes,11173,33942,OBJECT_NOUN,1.152744137816152,0.3953366838995408,medium,low,False,4
storm,storms,9902,33387,OBJECT_NOUN,1.15091023947613,0.42727466498169686,medium,low,False,5
settlement,settlements,10858,27885,PLACE_NOUN,1.1492315063466767,0.515898347870724,medium,low,False,10
polymer,polymers,7923,20147,OBJECT_NOUN,1.1475872721168558,0.7520593870922431,medium,medium,True,7
mountain,mountains,11129,14700,PLACE_NOUN,1.1466521800829523,0.9662687300518453,medium,medium,True,8
chip,chips,11291,16666,OBJECT_NOUN,1.1396846303817945,0.8825974071786122,medium,medium,True,4
pocket,pockets,11320,21371,OBJECT_NOUN,1.139345136869239,0.720149479319697,medium,medium,True,6
pack,packs,3584,30171,OBJECT_NOUN,1.136423197216031,0.5054667940783643,medium,low,False,4
vessel,vessels,11179,12671,OBJECT_NOUN,1.13518899331764,1.0602959616083452,medium,medium,True,6
magazine,magazines,11338,22575,OBJECT_NOUN,1.1348267593457808,0.6808215711046777,medium,medium,True,8
signature,signatures,11118,20076,OBJECT_NOUN,1.134188535326891,0.7429772251537173,medium,medium,True,9
folder,folders,11534,32160,OBJECT_NOUN,1.1336098190640302,0.4547221241224165,medium,low,False,6
exit,exits,10463,39852,PLACE_NOUN,1.130988623203035,0.2955243286956591,medium,low,False,4
roof,roofs,10699,45784,OBJECT_NOUN,1.1300517152888994,0.19726062445350762,medium,low,False,4
chicken,chickens,11152,29466,OBJECT_NOUN,1.1293950403893516,0.5029131786237471,medium,low,False,7
mirror,mirrors,11472,27034,OBJECT_NOUN,1.1287378015168128,0.5583358345414784,medium,low,False,6
barrier,barriers,11394,15938,OBJECT_NOUN,1.125608765135986,0.9044687908085454,medium,medium,True,7
powder,powders,11687,46697,OBJECT_NOUN,1.1198538796312976,0.1673906104170783,medium,low,False,6
peptide,peptides,11541,15015,OBJECT_NOUN,1.1191373650327043,0.9345068927441225,medium,medium,True,7
kinase,kinases,11725,30447,OBJECT_NOUN,1.1174235172995928,0.48406464070173927,medium,low,False,6
newspaper,newspapers,11547,18930,OBJECT_NOUN,1.1172749307776648,0.789143134714434,medium,medium,True,9
studio,studios,11803,34713,PLACE_NOUN,1.1153373337563297,0.39134658290502844,medium,low,False,6
lipid,lipids,11764,26331,OBJECT_NOUN,1.112828248554249,0.5833506688602321,medium,low,False,5
pump,pumps,8670,29131,OBJECT_NOUN,1.1127187264252294,0.5173666281900424,medium,low,False,4
jet,jets,11720,24825,OBJECT_NOUN,1.112324508484685,0.6033320095509015,medium,low,False,3
beach,beaches,11600,29780,PLACE_NOUN,1.1114690467241797,0.49597022929574347,medium,low,False,5
meal,meals,11484,16961,OBJECT_NOUN,1.1100206469056413,0.8617546094794819,medium,medium,True,4
egg,eggs,7238,11624,OBJECT_NOUN,1.1049125813866103,1.1017430563670993,medium,medium,True,3
antigen,antigens,11611,22240,OBJECT_NOUN,1.104741000540632,0.6858796089105228,medium,medium,True,7
bowl,bowls,11636,40943,OBJECT_NOUN,1.1011917737879298,0.27673280994682403,medium,low,False,4
oxide,oxides,11893,40095,OBJECT_NOUN,1.100374851084279,0.29241277539189314,medium,low,False,5
paint,paints,6848,44569,OBJECT_NOUN,1.1000657230853832,0.20098519775627358,medium,low,False,5
pig,pigs,8393,20798,OBJECT_NOUN,1.0994971117400063,0.7355416696878176,medium,medium,True,3
patch,patches,12097,20412,OBJECT_NOUN,1.0974135988816276,0.7483262009925268,medium,medium,True,5
kit,kits,6119,28049,OBJECT_NOUN,1.0960433829790426,0.5532213730288729,medium,low,False,3
crack,cracks,9370,30611,OBJECT_NOUN,1.092550271757169,0.483341817151548,medium,low,False,5
bottle,bottles,11996,20321,OBJECT_NOUN,1.0906420115637854,0.7619582913353842,medium,medium,True,6
cord,cords,12045,46891,OBJECT_NOUN,1.0898152224034274,0.19087792411722643,medium,low,False,4
knee,knees,12267,15746,OBJECT_NOUN,1.0882810694377747,0.9241583010407075,medium,medium,True,4
shadow,shadows,12195,20586,OBJECT_NOUN,1.0870265914354422,0.755259311014963,medium,medium,True,6
guest,guests,12141,12958,OBJECT_NOUN,1.0862092629295823,1.034141261166485,medium,medium,True,5
artery,arteries,12235,24908,OBJECT_NOUN,1.086194664386813,0.618400384945462,medium,low,False,6
bin,bins,10269,27925,OBJECT_NOUN,1.0847912717512942,0.5307498198907115,medium,low,False,3
gear,gears,12317,40204,OBJECT_NOUN,1.0833774758569945,0.2805285010575769,medium,low,False,4
kidney,kidneys,12333,33193,OBJECT_NOUN,1.083061264969834,0.42854508976022676,medium,low,False,6
medication,medications,12358,16940,OBJECT_NOUN,1.0816348601890846,0.8676381900531722,medium,medium,True,10
trick,tricks,10480,24866,OBJECT_NOUN,1.080083641174839,0.6146517910511747,medium,low,False,5
fabric,fabrics,8067,38865,OBJECT_NOUN,1.0798946172055637,0.3139819577605282,medium,low,False,6
bearing,bearings,12206,40865,OBJECT_NOUN,1.0786627442994774,0.28295792264512165,medium,low,False,7
wedding,weddings,12142,50225,OBJECT_NOUN,1.0781589800225857,0.11314437920494756,medium,low,False,7
destination,destinations,12095,31684,PLACE_NOUN,1.0744345095310206,0.44184624215021473,medium,low,False,11
molecule,molecules,12570,8094,OBJECT_NOUN,1.0712769427195443,1.3565008286325848,medium,high,False,8
pipe,pipes,12881,25886,OBJECT_NOUN,1.0672557379182044,0.5911789949866586,medium,low,False,4
bird,birds,12621,11260,OBJECT_NOUN,1.0658801143371552,1.1312746940792453,medium,medium,True,4
vaccine,vaccines,12538,21268,OBJECT_NOUN,1.060844395172314,0.7122800756588061,medium,medium,True,7
carcinoma,carcinomas,12382,35563,OBJECT_NOUN,1.0575863344123255,0.34158486698093754,medium,low,False,9
pitch,pitches,11288,41095,OBJECT_NOUN,1.054392795340159,0.256496693786911,medium,low,False,5
deck,decks,12595,37414,PLACE_NOUN,1.0505938119100693,0.32124063898935146,medium,low,False,4
magnet,magnets,10973,43733,OBJECT_NOUN,1.0493388840076912,0.23634367051216515,medium,low,False,6
ocean,oceans,12927,40277,PLACE_NOUN,1.047693491064968,0.29145422986670627,medium,low,False,5
wing,wings,12916,15926,OBJECT_NOUN,1.0472195977725045,0.9051069725353771,medium,medium,True,4
lift,lifts,8488,35408,OBJECT_NOUN,1.0456806844781552,0.35936135787090784,medium,low,False,4
rail,rails,8087,29418,PLACE_NOUN,1.0415938554057256,0.5100292010743949,medium,low,False,4
mill,mills,5499,47452,PLACE_NOUN,1.040609845664822,0.17394104958403,medium,low,False,4
knife,knives,12798,36014,OBJECT_NOUN,1.0402969131370623,0.35618912072262326,medium,low,False,5
console,consoles,9667,49261,OBJECT_NOUN,1.0402250109834577,0.15004960434424636,medium,low,False,7
pad,pads,13229,25297,OBJECT_NOUN,1.0379566970579508,0.5977686107610651,medium,low,False,3
atom,atoms,13112,10917,OBJECT_NOUN,1.037441778171562,1.1577637945126265,medium,medium,True,4
trail,trails,11693,27192,PLACE_NOUN,1.037199236358849,0.5470662821654556,medium,low,False,5
bundle,bundles,13204,25663,OBJECT_NOUN,1.031194045170122,0.6033161337748645,medium,low,False,6
painting,paintings,13497,20858,OBJECT_NOUN,1.0250598393800023,0.7254462987024997,medium,medium,True,8
strip,strips,11705,22486,OBJECT_NOUN,1.0250131093574872,0.689705757669655,medium,medium,True,5
factory,factories,13250,29492,PLACE_NOUN,1.0227889949417492,0.4891261994696795,medium,low,False,7
dozen,dozens,13365,18660,OBJECT_NOUN,1.021835589081851,0.8074932123928824,medium,medium,True,5
cavity,cavities,13369,38674,OBJECT_NOUN,1.0183275326821328,0.3281760770663034,medium,low,False,6
phenotype,phenotypes,13466,21903,OBJECT_NOUN,1.015667192482488,0.6954991059783256,medium,medium,True,9
bomb,bombs,10110,24401,OBJECT_NOUN,1.012991017372586,0.6212276246781864,medium,low,False,4
packet,packets,13138,20342,OBJECT_NOUN,1.0129424084780525,0.7472020312232905,medium,medium,True,6
belt,belts,13779,39978,OBJECT_NOUN,1.012460802255219,0.3012873239937264,medium,low,False,4
hill,hills,13599,19607,PLACE_NOUN,1.0108167086433923,0.779959456737407,medium,medium,True,4
bike,bikes,13696,31739,OBJECT_NOUN,1.010765455335316,0.46257435885818077,medium,low,False,4
establishment,establishments,13701,22696,PLACE_NOUN,1.0100789536313055,0.679460531947036,medium,medium,True,13
recipe,recipes,13612,20247,OBJECT_NOUN,1.0098448315053552,0.7472504731839795,medium,medium,True,6
coat,coats,11959,39248,OBJECT_NOUN,1.0092477087035838,0.3201124453274636,medium,low,False,4
campus,campuses,13790,46794,PLACE_NOUN,1.0071935039312825,0.1924986761603637,medium,low,False,6
tie,ties,13898,16027,OBJECT_NOUN,1.0061392705407664,0.9105209316728932,medium,medium,True,3
ticket,tickets,13571,14997,OBJECT_NOUN,1.0035500107106656,0.9360887771092097,medium,medium,True,6
grain,grains,13723,19786,OBJECT_NOUN,1.002625600983547,0.7426412074532599,medium,medium,True,5
tongue,tongues,14018,50102,OBJECT_NOUN,1.0000799387185593,0.14295393655339753,medium,low,False,6
pit,pits,8483,40351,OBJECT_NOUN,0.9989905739890428,0.27752883402688283,medium,low,False,3
dish,dishes,11609,17114,OBJECT_NOUN,0.9989302153700712,0.8625141226343552,medium,medium,True,4
resin,resins,14159,37776,OBJECT_NOUN,0.9979903833109822,0.3316593574767322,medium,low,False,5
hook,hooks,10584,34863,OBJECT_NOUN,0.9974635079235036,0.3840708173102697,medium,low,False,4
coating,coatings,14037,33734,OBJECT_NOUN,0.9962201058270732,0.3995829939757446,medium,low,False,7
airport,airports,13952,38042,PLACE_NOUN,0.9945579495616882,0.33003698677736865,medium,low,False,7
mile,miles,13915,6574,PLACE_NOUN,0.9914117175104004,1.4630375597019234,medium,high,False,4
bedroom,bedrooms,14098,37445,PLACE_NOUN,0.990665363048333,0.31574647156745045,medium,low,False,7
bat,bats,10464,28156,OBJECT_NOUN,0.9898402366951696,0.516001152466227,medium,low,False,3
reward,rewards,10921,23267,OBJECT_NOUN,0.9867359298743302,0.6628188180475512,medium,medium,True,6
guitar,guitars,12609,47087,OBJECT_NOUN,0.9866198095915534,0.168289512559503,medium,low,False,6
tent,tents,12556,40667,OBJECT_NOUN,0.986576816316079,0.2864342027676593,medium,low,False,4
vitamin,vitamins,14590,35347,OBJECT_NOUN,0.9863256385944468,0.3884405901693211,medium,low,False,7
flavor,flavors,13746,26791,OBJECT_NOUN,0.9852332237886084,0.5526208448111554,medium,low,False,6
province,provinces,14254,26020,PLACE_NOUN,0.9851087618995752,0.5774772273384345,medium,low,False,8
pepper,peppers,13835,39916,OBJECT_NOUN,0.9849295700016252,0.28127443425589704,medium,low,False,6
shirt,shirts,14133,32622,OBJECT_NOUN,0.9844652149751656,0.43038656681249354,medium,low,False,5
crossing,crossings,14270,45553,PLACE_NOUN,0.9843526874753216,0.2049951128388953,medium,low,False,8
arrow,arrows,14150,18159,OBJECT_NOUN,0.9836142341441216,0.8237675646653825,medium,medium,True,5
clinic,clinics,14235,25543,PLACE_NOUN,0.9822507249566282,0.5957605334413304,medium,low,False,6
seal,seals,14393,35164,OBJECT_NOUN,0.9818665078712462,0.3908425108639728,medium,low,False,4
certificate,certificates,14204,28460,OBJECT_NOUN,0.98122115777549,0.5247533971770645,medium,low,False,11
fort,forts,7574,46805,PLACE_NOUN,0.980449042993664,0.2312565456774241,medium,low,False,4
appointment,appointments,14286,30219,OBJECT_NOUN,0.976242985143168,0.47168374795793333,medium,low,False,11
sword,swords,14228,36202,OBJECT_NOUN,0.9738766253030424,0.33702034933694164,medium,low,False,5
mount,mounts,4205,47001,PLACE_NOUN,0.9738102132836732,0.18121412011701937,medium,low,False,5
plug,plugs,10358,49359,OBJECT_NOUN,0.9708248900217574,0.16627965911664525,medium,low,False,4
rib,ribs,9412,28061,OBJECT_NOUN,0.9690817117893148,0.5206254863365092,medium,low,False,3
juice,juices,14709,44253,OBJECT_NOUN,0.9669992986549985,0.21576233445224025,medium,low,False,5
lake,lakes,14593,28169,PLACE_NOUN,0.966006933179504,0.5288175988889595,medium,low,False,4
slide,slides,14518,19459,OBJECT_NOUN,0.9646883540989358,0.7729870099123902,medium,medium,True,5
cake,cakes,15221,35195,OBJECT_NOUN,0.9603552501922578,0.3847224973381375,medium,low,False,4
concert,concerts,12699,34888,PLACE_NOUN,0.9569599559368224,0.38988097678622774,medium,low,False,7
craft,crafts,11072,43021,OBJECT_NOUN,0.954581322036094,0.23873351142378557,medium,low,False,5
satellite,satellites,15109,29388,OBJECT_NOUN,0.9537575792602736,0.5077501669017024,medium,low,False,9
dollar,dollars,14838,8918,OBJECT_NOUN,0.9528932311658564,1.2978486998280578,medium,high,False,6
tooth,teeth,15205,9970,OBJECT_NOUN,0.9493534778766026,1.2199696689248964,medium,high,False,5
blade,blades,15096,25254,OBJECT_NOUN,0.9479718516324636,0.6036667089749339,medium,low,False,5
intersection,intersections,15171,42320,PLACE_NOUN,0.9474525043971926,0.24197095881211209,medium,low,False,12
hormone,hormones,14689,23884,OBJECT_NOUN,0.9453880874919176,0.6430826472524516,medium,low,False,7
solvent,solvents,15465,32281,OBJECT_NOUN,0.9377208908720968,0.46171636518449655,medium,low,False,7
needle,needles,15460,32545,OBJECT_NOUN,0.9356379493621936,0.416149297777857,medium,low,False,6
bathroom,bathrooms,15336,44204,PLACE_NOUN,0.9323380817063168,0.21533585058218013,medium,low,False,8
pole,poles,15903,25284,OBJECT_NOUN,0.932152316875529,0.6138502809852753,medium,low,False,4
robot,robots,15688,25497,OBJECT_NOUN,0.932134040632036,0.606881153567934,medium,low,False,5
bath,baths,8158,45731,PLACE_NOUN,0.931393375200614,0.17072312302470521,medium,low,False,4
lesion,lesions,15411,10429,OBJECT_NOUN,0.9303275022159716,1.1905548200177711,medium,high,False,6
chromosome,chromosomes,15406,25112,OBJECT_NOUN,0.9278118427081192,0.6030689019317328,medium,low,False,10
trap,traps,15464,30678,OBJECT_NOUN,0.9250111848629652,0.47992052422235815,medium,low,False,4
sphere,spheres,15269,28394,OBJECT_NOUN,0.9236469390936172,0.5218659823489125,medium,low,False,6
tower,towers,15469,27731,PLACE_NOUN,0.9221400555515784,0.5416876631483645,medium,low,False,5
prayer,prayers,15851,24861,OBJECT_NOUN,0.9190620314945622,0.6240596261618164,medium,low,False,6
laptop,laptops,16556,44310,OBJECT_NOUN,0.9190281967443596,0.2467642835904831,medium,low,False,6
nut,nuts,5825,20392,OBJECT_NOUN,0.9187900580998366,0.7409548428159025,medium,medium,True,3
keyboard,keyboards,15487,45640,OBJECT_NOUN,0.91860364314176,0.19535859842296555,medium,low,False,8
photon,photons,15523,20370,OBJECT_NOUN,0.9177968430707056,0.7482148194783715,medium,medium,True,6
slice,slices,15512,18484,OBJECT_NOUN,0.9159648467676496,0.8060015662116582,medium,medium,True,5
yard,yards,15789,11433,PLACE_NOUN,0.912848069318884,1.119006642394205,medium,medium,True,4
screw,screws,11598,31648,OBJECT_NOUN,0.9103218574471452,0.47268854064190635,medium,low,False,5
slip,slips,15813,42282,OBJECT_NOUN,0.9098580645376736,0.22865583688311966,medium,low,False,4
primer,primers,16086,17678,OBJECT_NOUN,0.9078349162524356,0.8493754109017416,medium,medium,True,6
cow,cows,12120,24737,OBJECT_NOUN,0.9074702086532096,0.615610742685916,medium,low,False,3
temple,temples,16511,33013,PLACE_NOUN,0.9070433428908866,0.44100970885285684,medium,low,False,6
alarm,alarms,13965,49454,OBJECT_NOUN,0.9047954782311604,0.15724590924887943,medium,low,False,5
infant,infants,13131,15330,OBJECT_NOUN,0.9043980843713112,0.9344698638568841,medium,medium,True,6
blot,blots,12585,46543,OBJECT_NOUN,0.90411568494614,0.18597434148701109,medium,low,False,4
tear,tears,16024,12330,OBJECT_NOUN,0.9028075783935452,1.0709403616138606,medium,medium,True,4
museum,museums,16064,34028,PLACE_NOUN,0.8996266757571751,0.4122414138545033,medium,low,False,6
grave,graves,16102,38854,OBJECT_NOUN,0.8984816385033119,0.301645210462192,medium,low,False,5
cave,caves,15985,41644,PLACE_NOUN,0.8942534560949151,0.24049005454372283,medium,low,False,4
joke,jokes,16391,26984,OBJECT_NOUN,0.8925164786346746,0.5690447656093759,medium,low,False,4
rod,rods,12591,30665,OBJECT_NOUN,0.892235519611084,0.46093079974342244,medium,low,False,3
ligand,ligands,16346,22056,OBJECT_NOUN,0.8896798286310554,0.6945502558687969,medium,medium,True,6
dam,dams,2687,40258,PLACE_NOUN,0.8896426923701278,0.2789673006234533,medium,low,False,3
sink,sinks,16338,46507,OBJECT_NOUN,0.8893983349755188,0.1695648419778636,medium,low,False,4
tunnel,tunnels,16583,37285,PLACE_NOUN,0.8876687876611511,0.3539261749530978,medium,low,False,6
kiss,kisses,10135,44151,OBJECT_NOUN,0.8849664175822687,0.20543637781066468,medium,low,False,4
festival,festivals,16365,33182,PLACE_NOUN,0.8843538402883634,0.41045622423033157,medium,low,False,8
shore,shores,16838,40661,PLACE_NOUN,0.8821216326957257,0.29381168659476725,medium,low,False,5
bullet,bullets,16950,29093,OBJECT_NOUN,0.8814669946672453,0.526014940730752,medium,low,False,6
shield,shields,12831,41152,OBJECT_NOUN,0.8798603325719385,0.276274875113231,medium,low,False,6
residue,residues,16558,12359,OBJECT_NOUN,0.8797606850846471,1.0751246698182955,medium,medium,True,7
brush,brushes,16463,48820,OBJECT_NOUN,0.8789387717847412,0.15449609387444105,medium,low,False,5
manifold,manifolds,16751,28236,OBJECT_NOUN,0.8789374328287696,0.5178233238771748,medium,low,False,8
remedy,remedies,16748,24371,OBJECT_NOUN,0.8775634033811257,0.6403442332031755,medium,low,False,6
cylinder,cylinders,16657,37025,OBJECT_NOUN,0.8757137200041547,0.3553386241528136,medium,low,False,8
teaspoon,teaspoons,15893,34516,OBJECT_NOUN,0.8746001940164834,0.33604063927551076,medium,low,False,8
photograph,photographs,10440,15928,OBJECT_NOUN,0.8738669626121074,0.921192142109229,medium,medium,True,10
allele,alleles,17153,23561,OBJECT_NOUN,0.8712857982048935,0.6722459386932478,medium,medium,True,6
junction,junctions,16889,33138,PLACE_NOUN,0.8703608643429246,0.4365744587513428,medium,low,False,8
crop,crops,17177,19492,OBJECT_NOUN,0.8701637739707069,0.7793897123060095,medium,medium,True,4
antenna,antennas,17512,36585,OBJECT_NOUN,0.8698464852856691,0.3791932073676981,medium,low,False,7
wrap,wraps,16384,40039,OBJECT_NOUN,0.8689075159072392,0.27988691440483127,medium,low,False,4
mineral,minerals,17160,29383,OBJECT_NOUN,0.8684570604142708,0.5125427697278508,medium,low,False,7
gem,gems,16915,42776,OBJECT_NOUN,0.8659207143165815,0.22935805363194528,medium,low,False,3
clip,clips,17230,29205,OBJECT_NOUN,0.8635942381021127,0.5179028338956131,medium,low,False,4
envelope,envelopes,17329,48880,OBJECT_NOUN,0.8626599084996383,0.1763104918646693,medium,low,False,8
drum,drums,14988,27275,OBJECT_NOUN,0.8615296819359992,0.5692723363157867,medium,low,False,4
bonus,bonuses,17301,40164,OBJECT_NOUN,0.8610274542939063,0.28662352342923714,medium,low,False,5
nest,nests,15178,46590,OBJECT_NOUN,0.8590209261991315,0.16596666047570485,medium,low,False,4
shower,showers,16846,39426,OBJECT_NOUN,0.8582616933955921,0.2941809308558895,medium,low,False,6
comic,comics,17478,26465,OBJECT_NOUN,0.8578588897206387,0.5965686169022348,medium,low,False,5
flood,floods,10802,42303,OBJECT_NOUN,0.8553927955846516,0.24902012170273546,medium,low,False,5
spine,spines,17201,49898,OBJECT_NOUN,0.8541507307685723,0.16105164853149348,medium,low,False,5
companion,companions,16866,24835,OBJECT_NOUN,0.8540288000640432,0.629370231970967,medium,low,False,9
swing,swings,14284,42534,OBJECT_NOUN,0.85238974653194,0.22497589159317066,medium,low,False,5
scar,scars,12689,38763,OBJECT_NOUN,0.8514984193626528,0.31979718964138065,medium,low,False,4
flower,flowers,17514,12405,OBJECT_NOUN,0.851052374789045,1.0712569198133917,medium,medium,True,6
fracture,fractures,17681,22877,OBJECT_NOUN,0.8494994736966175,0.6764037016703699,medium,medium,True,8
bell,bells,17487,36161,OBJECT_NOUN,0.8483159545455742,0.3537275008729503,medium,low,False,4
highway,highways,17657,40459,PLACE_NOUN,0.8457598151829755,0.2783134881357802,medium,low,False,7
colony,colonies,17562,19665,OBJECT_NOUN,0.8450045290463424,0.7690980076294285,medium,medium,True,6
valley,valleys,17836,42919,PLACE_NOUN,0.842440625863946,0.2547780753145647,medium,low,False,6
vein,veins,17716,27394,OBJECT_NOUN,0.8407020213782046,0.5521128680947281,medium,low,False,4
outdoor,outdoors,17603,32321,PLACE_NOUN,0.8395803313508865,0.4283945189610353,medium,low,False,7
tumour,tumours,18258,28796,OBJECT_NOUN,0.8385615471085685,0.5226939117208138,medium,low,False,6
supplement,supplements,8499,26434,OBJECT_NOUN,0.83834654027303,0.5647781602156666,medium,low,False,10
thumb,thumbs,17300,47982,OBJECT_NOUN,0.8378800463194276,0.1681470318441642,medium,low,False,5
coin,coins,18011,21078,OBJECT_NOUN,0.8376987770394071,0.7329320666307488,medium,medium,True,4
vocal,vocals,17898,23599,OBJECT_NOUN,0.8375797121963071,0.6631924269047587,medium,medium,True,5
prescription,prescriptions,17632,37971,OBJECT_NOUN,0.8375182737510682,0.32718368357336125,medium,low,False,12
lamp,lamps,18067,30161,OBJECT_NOUN,0.8363364184195334,0.4859442335470043,medium,low,False,4
shelter,shelters,17824,42204,PLACE_NOUN,0.836123262259515,0.25066736685059876,medium,low,False,7
