"token_id","token_string","count"
"15128","ĠPK","1964443"
"18200","Ġstrikes","1964291"
"18325","Ġoptimized","1964247"
"18379","Ġnucleotide","1964144"
"18341","ÑĦ","1964132"
"11168","onom","1964121"
"2645","Ġcy","1964070"
"10582","gle","1963685"
"18810","illes","1963284"
"10246","ĠBern","1963103"
"19352","Sample","1962945"
"738","fect","1962943"
"13841","Ġstake","1962874"
"3604","ega","1962451"
"6852","ĠDiv","1962328"
"18532","emphasis","1962196"
"18292","ĠSupplementary","1962067"
"18848","rob","1961804"
"18553","Ġjacket","1961789"
"18791","Ġlimb","1961709"
"18395","Ġpopularity","1961538"
"17990",")-\","1961298"
"19042","305","1961196"
"18708","ĠIslands","1960905"
"18959","think","1960669"
"20256","270","1960593"
"17771","ĠMorris","1960509"
"18906","Ø§ÙĨ","1960402"
"18353","Ġearliest","1960116"
"14441","Ġmsg","1959794"
"18525","Ġdynamical","1959646"
"18091","Account","1959644"
"18606","Ġstimulated","1959622"
"18543","Ġcalibration","1959367"
"19258","Light","1959306"
"8779","inating","1959196"
"12152","ĠPot","1959166"
"18495","Ġsealed","1959147"
"17842","ĠBetween","1958802"
"8959","Ġprompt","1958639"
"7184","wed","1958390"
"18586","Ġ"""",","1958236"
"2093","Ġcho","1957878"
"8594","obe","1957784"
"18889","Ġole","1957691"
"12518","Ġpray","1957681"
"17968","))\","1957495"
"20238","handler","1957063"
"17400","Ġenv","1956945"
"6876","ician","1956877"
"19122","vd","1956825"
"18023","Ġinfectious","1956339"
"18199","ĠNative","1956229"
"10040","Ġiter","1955539"
"15087","Ġpremium","1954921"
"19406","vee","1954688"
"10788","arse","1954680"
"24381","à¤ķ","1954601"
"18463","ÃŃn","1954562"
"19603","162","1954436"
"18441","UTF","1953950"
"18406","Ġcollections","1953926"
"18349","Ġexcitement","1953799"
"18143","ĠUtah","1952932"
"18648","Ġfirmly","1952864"
"10537","iology","1952841"
"18262","Ġenjoying","1952822"
"1006","Ġgener","1952809"
"18545","Ġdemocratic","1952686"
"7098","Ġgra","1952584"
"6702","arden","1952574"
"18884","Ġdielectric","1951998"
"18944","acs","1951872"
"18422","ĠPope","1951751"
"18464","Ġincomplete","1951738"
"18296","ĠMind","1951729"
"21370","$-$","1951647"
"18574",".'""","1951074"
"17813","Ġvalidate","1951037"
"19484","parameter","1950918"
"16300","este","1950736"
"16399","Ġci","1950649"
"18461","Ġmanufactured","1950506"
"14664","Ġbuff","1950398"
"17251","ĠUpdate","1950360"
"18436","Ġfled","1950273"
"13678","walk","1949778"
"3106","inks","1949657"
"7425","Ġdil","1949500"
"19206","Import","1949478"
"18057","Ġlemma","1949373"
"18470","Ġbite","1949130"
"15083","expl","1948989"
"9119","Ġmob","1948880"
"19824","Network","1948835"
"19027","ĠNelson","1948537"
"18217","Ġrailway","1948336"
"18634","Ġpropagation","1948246"
"13916","ĠGreg","1948149"
"18653","Ġpromotes","1947996"
"18769","IZ","1947760"
"18794","Ġkingdom","1947757"
"18416","ĠTurkish","1947749"
"18418","Ġexercises","1947667"
"18526","ĠCN","1947432"
"18229","Callback","1946893"
"13615","urer","1946664"
"18465","Ġholy","1946603"
"12394","Ġclimb","1946602"
"11660","acon","1946337"
"22525","raise","1945925"
"18786","Conclusion","1945917"
"16001","ĠBol","1945078"
"14557","mus","1944935"
"18613","=====================","1944401"
"13940","ĠTele","1944159"
"19012","factor","1944063"
"18923","cause","1943576"
"18284","_(","1943362"
"20167","Normal","1943204"
"17855","ĠSite","1943107"
"18647","1979","1942984"
"14463","Tra","1942873"
"18868","London","1942736"
"18520","Ġrevision","1942664"
"18081","áŀ","1942615"
"18680","Ġjournalists","1942438"
"15337","review","1942400"
"19335","dst","1942272"
"17975","ĠTaiwan","1942180"
"14410","Draw","1942141"
"19234","Something","1941938"
"18088","ĠVegas","1941745"
"18893","Ġcoherent","1941736"
"18329","Ġdeployed","1941674"
"4601","encies","1941671"
"18556","Ġramp","1941477"
"18433","Ġpaired","1941405"
"18897","Ġprisoner","1941283"
"16213","Ġ----------","1941270"
"18468","Ġpolitician","1941247"
"13021","Rad","1940925"
"18499","Ġdescent","1940674"
"19051","ĠLane","1940611"
"18622","Ġtransit","1940540"
"8586","oder","1940476"
"18381","pcbi","1939909"
"18655","Ġappearances","1939899"
"16724","ĠâĢŀ","1939832"
"10888","ochemical","1939537"
"18440","Ġmarrow","1939040"
"20373","386","1938901"
"13430","ĠMAP","1938635"
"18361","Ġstreaming","1938611"
"1435","idence","1938580"
"18670","Ġhopefully","1938260"
"2209","Ġeng","1938139"
"529","oug","1938125"
"18488","Ġgates","1937767"
"15940","ĠRick","1937714"
"18577","Ġshaking","1937465"
"18434","åĪĨ","1937460"
"5612","ĠRich","1937324"
"18705","Ġpredominantly","1937175"
"16437","clean","1936941"
"18122","Ġcompile","1936919"
"18208","Ġcette","1936821"
"17882","Ġ'/","1936507"
"17848","Ġcloth","1936435"
"18072","Ġcad","1936416"
"17675","ĠEDIT","1936374"
"17964","Save","1936149"
"18972","ĠWL","1935872"
"18560","Ġfocal","1935523"
"18561","Ġsag","1935162"
"19893","distance","1934622"
"18578","Ġconvince","1934181"
"7245","ĠWH","1934146"
"11903","Ġmaxim","1934135"
"19570","Helper","1934043"
"14139","ĠSyn","1933968"
"19618","mouse","1933898"
"18564","Ġallocated","1933618"
"18649","Ġdeadly","1933432"
"5410","vest","1933375"
"18471","Ġ1920","1933217"
"14453","phys","1932956"
"19131","once","1932860"
"18450","Ġ700","1932835"
"18999","PATH","1932635"
"18750","Ġpunch","1932538"
"19317","journal","1932309"
"18366","Ġinteractive","1932285"
"11747","dam","1932270"
"20210","234","1932091"
"12040","ÅĽ","1932024"
"18671","ĠMarine","1931927"
"19816","171","1931888"
"19770","classes","1931842"
"15563","Ġcontra","1931827"
"18825","Ġdemographic","1931667"
"19611","Utils","1931489"
"18252","ĠAlbert","1931357"
"18409","Ġfollowers","1931117"
"18745","Ġinteracting","1931025"
"15332","PN","1931010"
"18445","Ġdealt","1930925"
"18479","Ġlogo","1930761"
"18682","ĠLawrence","1930691"
"6271","Ġ--------","1930612"
"17483","Ãī","1930456"
"12655","orting","1930234"
"18595","Ġproposals","1930192"
"8265","neg","1930179"
"8006","ented","1929995"
"18956","ako","1929981"
"18811","Ġflew","1929969"
"18511","Ġcompelling","1929940"
"18755","Ġquantified","1929368"
"18607","Ġintend","1929147"
"17595","ĠInv","1928977"
"19393","Gal","1928964"
"18103","))$","1928618"
"18851","Channel","1928414"
"18819","Ġspeeds","1927715"
"19910","pkg","1927590"
"18569","pf","1927074"
"18190","ĠSomething","1927064"
"18612","Ġfancy","1926574"
"12505","tan","1926555"
"19090","EQ","1926269"
"18660","Ġdozens","1926066"
"20340",".....","1925987"
"13501","ĠCre","1925606"
"11080","Ġthorough","1925215"
"16459","ĠNode","1925045"
"20576","Instead","1924908"
"18728","xsd","1924823"
"18885","ĠBuck","1924362"
"18538","Ã³w","1923801"
"4371","fort","1923467"
"15557","ĠLevel","1923459"
"18598","ĠFinancial","1923260"
"18393","ece","1922927"
"17779","=""/","1922875"
"21671","xff","1922862"
"12565","ĠUnivers","1922776"
"18754","abi","1922436"
"18904","OPT","1922400"
"18867","shared","1922341"
"18035","Ġethics","1922304"
"1815","mun","1922221"
"18089","ĠAntonio","1922033"
"18451","ĠCredit","1921504"
"19169","Ġlin","1921493"
"19846","North","1921433"
"19873","ADD","1921413"
"19879","controller","1921364"
"18504","Ġsv","1920714"
"12436","rett","1920580"
"22280","ĠLETTER","1920562"
"18627","Ġoutlined","1920426"
"1112","Ġbel","1920227"
"12709","Ġconvey","1920057"
"21676","optional","1920034"
"18938","Kit","1919987"
"18407","ĠNos","1919964"
"19721","username","1919964"
"18875","Ġventure","1919813"
"11984","complete","1919730"
"16211","ĠCass","1919645"
"18452","hbox","1919598"
"18484","Ġslices","1919462"
"19286","models","1919458"
"20395","259","1919426"
"15712","Ð°Ñģ","1919394"
"18404","Ġpancreatic","1919382"
"18469","HI","1919357"
"18808","Kind","1919250"
"23170","boolean","1919120"
"18430","Ġvillages","1918829"
"18500","Ġfleet","1918644"
"11046","bled","1918579"
"15930","OLD","1918021"
"19016","third","1917926"
"18447","ĠTech","1917793"
"18092","033","1917717"
"18640","lon","1917569"
"18726","Ġagrees","1917312"
"18831","Ġdeposit","1917216"
"19238","Delete","1917126"
"9033","ATA","1917107"
"18876","Ġtheater","1916808"
"10672","ĠGra","1916751"
"18910","Ġsuspicion","1916713"
"18955","{{{\","1916595"
"18714","Ġexceptional","1916338"
"18978","Meanwhile","1916084"
"20056","Ġpero","1916032"
"16386","ked","1916023"
"18802","Ġdocumentary","1915909"
"14246","Ġov","1915514"
"16962","ĠÎ¿","1915446"
"11111","Ġshr","1915329"
"11889","isen","1915284"
"18826","Ġcargo","1915113"
"18611","Ġregulating","1915040"
"18330","ĠÑģÑĤ","1914971"
"19129","Ġwir","1914751"
"5620","cin","1914429"
"18555","ĠSEM","1914394"
"18820","Ġantibiotic","1914358"
"18767","Ġvenue","1914276"
"18829","Ġpanic","1914173"
"19511","reset","1913709"
"17945","tl","1913570"
"4954","ĠØ","1913355"
"19269","Ġboots","1913303"
"18792","Ġdancing","1913075"
"17298","Ġthyroid","1912910"
"1970","iod","1912729"
"18892","Ġdivine","1912067"
"18799","citing","1912060"
"20151","035","1911943"
"17838","ĠAA","1911916"
"18597","Ġproving","1911909"
"20333","172","1911872"
"19432","Ġprobes","1911655"
"25202","ASSERT","1911496"
"18970","kar","1911450"
"18718","ĠSenator","1911060"
"18766","Ġinadequate","1910984"
"23200","gif","1910584"
"7822","athy","1910561"
"18801","Ġpossessed","1910293"
"19200","\)","1910225"
"17686","ĠÏĦÎ¿","1910159"
"19217","Engine","1909948"
"2881","ply","1909841"
"18738","Ġaccepting","1909476"
"7995","ĠFore","1909388"
"18360","Ġaffidavit","1909225"
"15725","ĠStock","1909197"
"15123","ĠAst","1909165"
"16726","iam","1909139"
"18739","Ġate","1908879"
"15070","Ġtorn","1908840"
"18413","]^,","1908673"
"18748","Ġfiltered","1908604"
"17757","Î¼Î±","1908314"
"18872","Ġstructured","1908149"
"19031","Ġthrust","1908133"
"11876","Ġsys","1908079"
"19586","special","1907995"
"19361","Ġpoem","1907981"
"18466","ĠExample","1907771"
"18964","Ġreflecting","1907475"
"19022","^{{\","1907275"
"14855","Ġweakness","1907244"
"19287","Pool","1907139"
"19397","fat","1907070"
"9719","Ġimper","1906950"
"18496","ĠBeijing","1906530"
"18723","Ġdelivering","1906390"
"19112","Ġvarieties","1906258"
"2318","Ġple","1906245"
"18087","Ġarbitration","1906172"
"19241","Ġqueries","1906160"
"9494","Hel","1906144"
"4442","oding","1905946"
"19338","Ġcousin","1905733"
"18616","Ġlemon","1905725"
"19017","complex","1905712"
"19212","INGS","1905491"
"19365","Ġfolk","1905411"
"7076","mand","1905353"
"18844","Ġthreatening","1904747"
"18900","Ġinvestments","1904093"
"19000","RD","1904047"
"18793","ĠHey","1903898"
"6557","Ġ------------","1903818"
"19052","loaded","1903692"
"21328","Ra","1903660"
"18902","Ġrecurrent","1903591"
"18926","Ġlungs","1903403"
"12502","yy","1902989"
"18931","Uh","1902956"
"16493","Ġ121","1902854"
"17661","ĠTarget","1902698"
"8186","plant","1902685"
"16322","Ġdisposition","1902665"
"18803","Ġcorners","1902269"
"18328","ĠAirport","1902222"
"17744","Ġprefix","1901849"
"18752","Ġdropping","1901058"
"19589","Person","1900586"
"18533","Ġultrasound","1900566"
"18644","ĠGas","1900524"
"18558","Ġsz","1900345"
"5142","tem","1899606"
"5114","sis","1899401"
"18702","Ġpremises","1899184"
"13347","oes","1898509"
"18932","Ġcentered","1898466"
"18979","Ġaforementioned","1898300"
"1937","Ġopp","1898083"
"16825","nik","1897723"
"18617","åĳ","1897264"
"19631","193","1897134"
"17554","rand","1897023"
"18377","Ġsoup","1896772"
"15766","eler","1896606"
"19030","Selected","1896575"
"13865","itus","1896500"
"19221","school","1896472"
"19144","å¹´","1896444"
"18772","]=","1896109"
"18860","Ġineffective","1896102"
"19095","odo","1895961"
"18239","Ġ(âĪĴ","1895777"
"18621","Ġcooked","1895279"
"19921","RC","1895279"
"19799","Among","1895189"
"18903","Ġsisters","1895066"
"1285","arly","1895018"
"18929","ĠANOVA","1894462"
"18730","ĠWard","1894454"
"18785","ĠTGF","1894278"
"19583","simple","1893986"
"18519","Ġlocus","1893681"
"13725","Ġdump","1893540"
"18945","ĠLPS","1893216"
"12130","Ġul","1893145"
"18460","ĠSK","1893063"
"19855","Ġrestart","1892956"
"18757","ãģªãģĦ","1892704"
"17181","Ġ129","1892557"
"18630","ĠAnimal","1892423"
"19415","ĠPDF","1892296"
"19025","Ġproton","1891885"
"15190","SCs","1891824"
"19581","amount","1891576"
"19805","MY","1891479"
"16464","atching","1891253"
"19201","Ġhorrible","1891081"
"18934","Ġcrude","1890462"
"13683","ptic","1889714"
"19147","Ġabnormalities","1889699"
"19079","Ġsupplemented","1889560"
"20053","Program","1889498"
"12380","condition","1889029"
"18306","Ġinfluenza","1888927"
"14794","Ins","1888857"
"19283","iri","1888729"
"11533","UST","1888543"
"19099","Ġelevation","1888341"
"18727","Ġsmiling","1888202"
"18536","Ġanchor","1888092"
"19071","Ġincorporate","1888090"
"7760","aped","1888037"
"19038","ANS","1887878"
"18746","ĠSTATES","1887558"
"19591","April","1887436"
"19172","ĠDean","1887170"
"8405","Ġlig","1887094"
"13117","Jo","1886979"
"17294","Ġ124","1886915"
"7843","oration","1886907"
"9900","bet","1886885"
"19015","Ġretreat","1886879"
"20188","fixed","1886819"
"19213","Ġ1966","1886690"
"18935","Ġtwisted","1886564"
"5372","atically","1886457"
"13827","Ġstiff","1886358"
"4378","ĠMich","1886140"
"18777","Ġchurches","1885757"
"14383","ĠGil","1885575"
"18809","ĠProcedure","1885524"
"19077","Ġprobation","1885396"
"13069","Å£","1885311"
"19063","Ġnost","1885296"
"18918","Ġanalyzing","1885251"
"16559","cas","1885215"
"19043","ĠCox","1885029"
"9764","ouch","1884942"
"3789","plate","1884905"
"12943","ounce","1884825"
"13673","Ġspark","1884809"
"13201","Ġdisrupt","1884622"
"18879","Ġtitled","1884530"
"19515","Keep","1884476"
"19082","Ġridiculous","1884236"
"18924","Ġgravitational","1883882"
"18998","Ġimagined","1883824"
"3716","fection","1883712"
"19055","Ġtrips","1883685"
"14558","OX","1883130"
"19316","Ġpotentials","1882974"
"5385","Ġcru","1882847"
"8264","Ġfet","1882798"
"18880","Ġsuite","1882796"
"18925","Ġdependency","1882673"
"6269","ĠCommun","1882615"
"18922","Ġmaintains","1882570"
"19168","Async","1882491"
"17115","Ġ122","1882319"
"12755","ç»","1882154"
"12068","agram","1881929"
"10740","×Ļ","1881819"
"17933","ĠCB","1881426"
"20127","Ok","1881190"
"18830","Ġaffair","1880745"
"2453","Ġcult","1880521"
"18340","=$","1880474"
"19009","Ġclicking","1880350"
"19613","ogg","1880284"
"19057","hidden","1880182"
"151","Û","1880178"
"18839","Ġenriched","1880154"
"19035","0006","1880019"
"9441","Ġinfer","1879977"
"3179","vant","1879975"
"11382","ĠChem","1879616"
"18651","ĠÐ¾Ð±","1879580"
"18784","Ġtrains","1879351"
"16136","Ġrival","1878988"
"20592","iko","1878932"
"15030","aten","1878568"
"18247","ĠLuke","1878401"
"18864","Ġexplosion","1878145"
"15751","Never","1877663"
"20349","President","1876908"
"10465","Ġacet","1876466"
"19069","Ġinterfaces","1876323"
"18849","Ġcumulative","1876150"
"20207","312","1876144"
"18954","Ġtestify","1875884"
"20084","333","1875770"
"18188","Ġ07","1875539"
"19924","asa","1875495"
"18965","$:","1875474"
"5450","rome","1875299"
"18661","Ġbeans","1875227"
"19050","Ġbreeding","1875170"
"18521","ĠMotor","1874915"
"18255","clk","1874909"
"7070","ipl","1874902"
"19192","story","1874599"
"7778","charge","1874297"
"19447","Cast","1874270"
"18426","ĠTM","1874222"
"18591","UG","1874181"
"30113","BOOST","1873906"
"19094","Ġdeficit","1873843"
"17574","Ġ126","1873576"
"20914","303","1873489"
"18908","ĠSwitzerland","1873480"
"19320","ANCE","1873350"
"18899","Ġcalculating","1873111"
"19982","stick","1872458"
"9710","Stat","1872347"
"19083","Ġfinishing","1872172"
"16642","ania","1872151"
"19153","Ġflip","1872016"
"21529","kr","1871622"
"18928","Ġdisadvantage","1871610"
"18877","Figures","1871536"
"13100","Ġmold","1871491"
"4550","odies","1871298"
"1939","ormal","1871230"
"2047","ograph","1871165"
"16582","SK","1870962"
"19548","ĠMos","1870870"
"20450","275","1870495"
"18547","Ġao","1870214"
"20270","186","1869974"
"10267","Mem","1869816"
"11656","etr","1869775"
"17180","|_{","1869709"
"19530","mos","1869589"
"18805","ĠMobile","1869581"
"18701","Ġqualities","1869499"
"19504","Invalid","1868707"
"19040","Ġdefinite","1868623"
"18719","Ġmetallic","1868466"
"19273","Ġhay","1868451"
"18996","Ġtightly","1868417"
"19559","got","1868396"
"18847","ĠLanguage","1868107"
"19157","Enabled","1867860"
"19132","Ġimproves","1867708"
"19528","ĠRoger","1867381"
"35343","""\","1866431"
"12080","pay","1866197"
"5524","Ġbud","1865957"
"19304","hydroxy","1865865"
"19103","acies","1865516"
"18920","para","1865490"
"19214","NL","1865322"
"16082","Jack","1865313"
"16621","Bi","1865252"
"19349","Ġcausal","1865250"
"18339","Ġ(_","1865179"
"21096","Welcome","1865161"
"18960","Ġsuited","1864696"
"18997","Ġluxury","1864653"
"19115","ĠSEC","1864423"
"20199","single","1864177"
"18636","^*$","1864001"
"18652","Ġemployers","1863935"
"19373","Ġoriented","1863510"
"18747","Ġdx","1863473"
"1153","Ġpers","1863132"
"18751","æĬ","1863021"
"17946","ÏģÎ±","1862995"
"14694","tail","1862490"
"12551","ĠOpt","1862479"
"19101","Ġquotes","1862421"
"18874","ĠSound","1862409"
"19126","Ġapple","1862222"
"12528","gun","1862071"
"19577","Listen","1862014"
"18915","Ġtackle","1861710"
"15730","Ġchampionship","1861566"
"19642","UK","1860702"
"18678","åĩº","1860557"
"15585","Ġprofound","1860512"
"19080","Ġclever","1860412"
"15256","================================================================","1860401"
"19048","ĠVII","1860327"
"19232","rf","1860159"
"18862","Ġcompartment","1859954"
"14979","ĠArg","1859770"
"14994","encia","1859661"
"3765","Ġprep","1859565"
"19149","Ġeducated","1859327"
"19142","Ġcomprise","1859312"
"15593","rea","1859276"
"9634","uting","1858431"
"18722","Ġdye","1858418"
"2376","stit","1858315"
"19183","Ġbiochemical","1858286"
"19301","Ġkicked","1858196"
"19311","Ġwit","1858091"
"19162","Ġpac","1857967"
"18150","ĠMand","1857820"
"15348","LINE","1857258"
"26544","alert","1856974"
"6288","Hand","1856687"
"19380","ĠNP","1856405"
"19907","Send","1856221"
"19143","Ġsurprisingly","1856207"
"19630","293","1855534"
"18950","306","1855374"
"19130","Ġconvictions","1855326"
"16495","ĠSin","1855109"
"1104","ients","1854967"
"19453","tests","1854622"
"18695","Ġonc","1854605"
"18975","ĠGary","1854565"
"20964","Furthermore","1854186"
"16468","acker","1854056"
"18742","ĠDisease","1854049"
"6350","QL","1853901"
"16523","Args","1853635"
"19235","Ġunfortunately","1853635"
"19499","FLAGS","1853468"
"19429","Ġfriendship","1853400"
"13332","Ġnas","1853197"
"19514",",--","1852953"
"16767","345","1852387"
"19414","Ġengineers","1852377"
"19299","shire","1852152"
"19610","Ġtheft","1851889"
"19360","Ġabsorbed","1851678"
"20007","Double","1851378"
"19176","Ġpile","1851206"
"7044","Ġsac","1851180"
"8724","hydro","1850994"
"20094","whether","1850821"
"18664","Ð¸Ð¹","1850725"
"18605","ĠSeason","1850612"
"9434","ASE","1850604"
"11708","STAT","1850541"
"14591","Ġtel","1850507"
"18749","ĠBaker","1850371"
"18127","iÃ¨re","1850277"
"19203","jquery","1850273"
"13411","asia","1850223"
"19119","èª","1850120"
"11148","Dev","1849986"
"16910","Tim","1849955"
"18993","Ġescaped","1849860"
"14929","ĠPur","1849638"
"19023","ĠOk","1849578"
"18365","ĠâĢĿ","1849557"
"20405","Sir","1849481"
"20664","161","1849418"
"19135","}^*","1849199"
"19054","Ġanniversary","1848829"
"7279","Ġconsult","1848624"
"19124","Ġirrelevant","1848503"
"8433","sg","1848485"
"19123","Ġupward","1847799"
"19110","Ġpants","1847752"
"17796","Ġ06","1847698"
"18669","=============","1847565"
"19302","Ġelectromagnetic","1847440"
"19148","Ġclarify","1847206"
"10335","Ġster","1847204"
"19018","ĠPalestinian","1847189"
"15388","ĠHom","1847015"
"19271","Ġdisappointed","1847014"
"11634","uated","1846853"
"18716","ĠÑĩÑĤÐ¾","1846818"
"14927","Ġ------------------------------------------------","1846620"
"20119","detail","1846414"
"11103","ĠBuild","1846405"
"18930","Ġnewspapers","1846380"
"14050","icked","1846297"
"19087","Ġsubsection","1846255"
"19561","Ġproximal","1846040"
"19751","question","1846001"
"17906","_**","1845370"
"19294","Ġshouted","1845307"
"9488","Ġabandon","1844759"
"20285","counter","1844316"
"20409","sha","1844228"
"18619",")'","1844061"
"14273","offs","1844004"
"6563","Ġnav","1843363"
"15120","Ġcasual","1842815"
"19150","Ġtrailer","1842716"
"19248","Ġhonour","1842709"
"20846","Ġko","1842341"
"19089","sy","1842323"
"15703","ĠFT","1841876"
"19445","Ġpurple","1841778"
"19222","arians","1841342"
"19191","Ġstochastic","1841330"
"19758","abc","1841202"
"4046","attle","1840969"
"4920","Ġmort","1840787"
"19604","Ġconductive","1840779"
"19106","Ġcontinuum","1840770"
"19394","Ġjunior","1840769"
"18977","Ġpathological","1840718"
"19289","}_{-","1839903"
"2435","angu","1839855"
"19322","Ġoccasional","1839826"
"19623","different","1839598"
"10812","dest","1839371"
"18207","Ġequals","1839233"
"16537","olk","1839129"
"6458","lif","1839102"
"7655","otted","1839070"
"20438","252","1838998"
"19748","Ġwerden","1838954"
"19019","Ġembryos","1838517"
"19327","Ġclone","1838289"
"19305","ĠNBA","1837974"
"19156","Ġorganisation","1837895"
"18770","ĠMuch","1837842"
"9028","ĠÎº","1837728"
"19226","ĠUSE","1837508"
"7771","Ġfle","1837463"
"20536","Related","1837240"
"19228","Ċĉĉĉĉĉĉĉ","1836852"
"15720","written","1836810"
"12015","Ġclim","1836701"
"1888","Ġvers","1836446"
"18299","ĠExpression","1836406"
"19152","Ġtwist","1836163"
"19297","Ġinability","1836101"
"18733","ĠGarden","1835873"
"19006","Ġurinary","1835855"
"13773","ĠDifferent","1835831"
"15757","ĠConvention","1835639"
"19416","ayed","1835514"
"8077","Ġsimpl","1835287"
"19336","Ġknocked","1835096"
"19246","Ġflowing","1835024"
"19177","omics","1834717"
"19344","Ġterminated","1834358"
"7097","inations","1834216"
"19134","Ġvapor","1834190"
"21793","PIN","1833775"
"19598","sets","1833719"
"19186","Ġformally","1833477"
"10700","town","1833258"
"4696","ael","1832941"
"18896","ĠWHO","1832792"
"21197","213","1832676"
"19830","Ġpsychiatric","1832453"
"19170","Ġpediatric","1832230"
"19314","ĠCOVID","1831925"
"14918","Pop","1831736"
"19461","Ġendless","1831497"
"11901","Ġdial","1831252"
"16439","Ġgli","1831192"
"19821","Ġdich","1831091"
"19538","Ġqueen","1830920"
"18232","ĠLang","1830893"
"3957","hest","1830709"
"19354","Ġfence","1830700"
"19456","Ġsilly","1830681"
"20442","Ġvil","1830633"
"20700","182","1830611"
"19265","Ġbackward","1830572"
"19133","Ġenrichment","1830542"
"19654","Ġrecordings","1830499"
"20900","Storage","1830370"
"19567","Ġskull","1830325"
"19303","Ġproductive","1830208"
"18806","ĠÎºÎ±Î¹","1830184"
"18315","Ġâī¤","1829949"
"19098","Ġgenre","1829943"
"18603","ĠDouble","1829540"
"19673","Ġbacking","1829413"
"19037","Ġtriangle","1829331"
"19736","Ġprinter","1829286"
"18735","Ġglory","1829144"
"19041","Ġdeputy","1829032"
"19245","Ð¾Ð·","1828817"
"20517","Again","1828715"
"7644","Ġdisp","1828363"
"19731","radius","1828135"
"19407","Ġrhythm","1828085"
"18731","ĠSafety","1827999"
"18818","Ġlegislature","1827831"
"19028","ĠYang","1827804"
"17520","HH","1827801"
"19880","cod","1827459"
"18676","Ġbladder","1827212"
"19242","ĠResources","1826911"
"19519","Ġsuits","1826909"
"19400","Ġcone","1826816"
"8122","ressive","1826705"
"19625","Ġcannabis","1826578"
"19251","Ġbubble","1826421"
"18528","Ġsubstituted","1826377"
"19375","Ġcomplained","1826216"
"19165","Ġcement","1826074"
"3810","Err","1825994"
"18778","Ð¸Ðº","1825593"
"19446","})$,","1825587"
"19076","Ġunderground","1825569"
"19277","Ds","1825325"
"18824","Ġ1945","1825235"
"3247","olve","1824727"
"19576","Help","1824724"
"7322","gent","1824447"
"5255","ĠTex","1824251"
"18855","Ġtrunk","1824100"
"16948","aying","1823971"
"19552","...)","1823797"
"19216","omo","1823725"
"6688","istent","1823671"
"23696","Â¢","1823670"
"19474","Ġspherical","1823617"
"20104","callback","1823555"
"19579","sensitive","1823401"
"19274","Ġpositioning","1823376"
"19465","Ġsectors","1823316"
"19367","Ġdaughters","1823250"
"19819","Âĳ","1823163"
"17107","229","1822560"
"18986","amen","1822423"
"19333","Ġfires","1822130"
"12896","groups","1822109"
"19329","ĠKIND","1822105"
"19747","boldmath","1821961"
"19197","Ġaccessed","1821880"
"19437","Ġuseless","1821852"
"18177","Ġtrait","1821703"
"19815","Move","1821443"
"19422","Ġnap","1821320"
"19284","Files","1821126"
"18732","ĠCastle","1820636"
"15493","ĠMoh","1820544"
"19554","Ġsimpler","1820535"
"21037","etti","1820342"
"19267","Ġpharmaceutical","1820150"
"16757","Ġconstructor","1820096"
"19634","032","1819821"
"18707","ĠGray","1819807"
"19185","Ġcoated","1819806"
"19520","ĠBishop","1819796"
"19137","Ġsubstitution","1819744"
"19114","Ġchim","1819594"
"19362","Ġwinds","1819316"
"20696","Without","1819274"
"19007","Ġdeployment","1819207"
"16395","Loc","1819165"
"19608","ĠNewton","1818867"
"13691","Ġlegend","1818709"
"136","Ì","1818496"
"20257","uni","1818155"
"20520","248","1818018"
"19692","henyl","1817993"
"19207","ctl","1817991"
"19488","Ġmeg","1817899"
"19295","ĠSOFTWARE","1817663"
"18741","ĠRemember","1817480"
"19323","Ġinterfere","1817301"
"12638","archy","1817233"
"19990","Ġfibrosis","1817161"
"19513","Ġugly","1817049"
"23164","paste","1816912"
"19521","eight","1816880"
"19411","cpu","1816845"
"19347","Ġslipped","1816720"
"19279","'))","1816705"
"19463","Ġacoustic","1816678"
"9705","bul","1816631"
"20240","aca","1816506"
"19775","Ġbugs","1816428"
"19487","Ġstocks","1816333"
"16834","Ġcrown","1815971"
"19507","Ġshifting","1815750"
"19462","testing","1815743"
"18576","WD","1815483"
"12839","Ġcaps","1815389"
"13577","enders","1815282"
"19460","Ġstruggled","1815160"
"19390","exists","1815158"
"20348","login","1815156"
"18974","Ġtrajectory","1814969"
"19502","Ġiteration","1814677"
"23210","flex","1814677"
"19427","Ġadjusting","1814664"
"19735","Give","1814230"
"20394","been","1814196"
"19658","CHAPTER","1814146"
"20611","404","1814084"
"19609","Ġgirlfriend","1813976"
"19355","Ġhosting","1813920"
"17062","esta","1813831"
"7743","ĠSecret","1813188"
"18816","ĠHitler","1813070"
"19392","Ġresponding","1812959"
"2038","ready","1811836"
"19730","ĠHAVE","1811833"
"19496","Ġbump","1811634"
"19034","Ġdictionary","1811505"
"20431","Power","1810779"
"14705","piece","1810764"
"14319","rio","1810230"
"19571","ĠRy","1810102"
"20429","mathit","1810077"
"13934","pair","1809956"
"10366","Ġxml","1809853"
"20602","fmt","1809828"
"19813","1976","1809788"
"20864","Ġinstalling","1809589"
"19555","Ġcigarette","1809582"
"19413","Ġenters","1809386"
"19948","384","1809248"
"19532","Ġpeculiar","1808828"
